loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,open_acc,missing_amnt
8500, 36 months,6 years,RENT,74000.0,Verified,Fully Paid,credit_card,NJ,14.42,0,8,0
12000, 36 months,4 years,MORTGAGE,76800.0,Not Verified,Fully Paid,credit_card,TX,18.94,0,17,0
31000, 60 months,10+ years,MORTGAGE,96000.0,Source Verified,Fully Paid,credit_card,CA,14.14,0,10,0
12600, 60 months,10+ years,MORTGAGE,55172.0,Not Verified,Fully Paid,debt_consolidation,OH,19.36,0,22,0
7600, 36 months,2 years,RENT,33000.0,Verified,Fully Paid,major_purchase,FL,23.78,0,16,0
2750, 36 months,2 years,RENT,16800.0,Source Verified,Fully Paid,credit_card,CA,19.71,0,3,0
20000, 36 months,6 years,RENT,72000.0,Verified,Fully Paid,debt_consolidation,MA,16.12,0,11,0
7000, 36 months,10+ years,MORTGAGE,45600.0,Source Verified,Fully Paid,car,MA,12.92,0,12,0
7000, 36 months,6 years,RENT,80400.0,Source Verified,Fully Paid,debt_consolidation,SC,22.37,0,11,0
24000, 60 months,2 years,RENT,91200.0,Source Verified,Fully Paid,small_business,NC,9.05,1,7,0
13200, 36 months,10+ years,MORTGAGE,90000.0,Source Verified,Fully Paid,debt_consolidation,AZ,3.03,0,10,0
6000, 36 months,7 years,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,NY,13.1,0,11,0
35000, 36 months,7 years,MORTGAGE,185000.0,Verified,Fully Paid,small_business,TX,8.9,0,4,1
4625, 36 months,4 years,MORTGAGE,40000.0,Not Verified,Fully Paid,medical,KS,5.7,0,4,0
13000, 60 months,10+ years,MORTGAGE,65000.0,Source Verified,Fully Paid,debt_consolidation,MD,8.62,0,5,0
11200, 60 months,4 years,RENT,50000.0,Source Verified,Fully Paid,other,PA,4.97,0,6,0
6000, 36 months,10+ years,MORTGAGE,150000.0,Source Verified,Fully Paid,home_improvement,IL,8.1,0,15,0
17600, 60 months,10+ years,MORTGAGE,65000.0,Verified,Charged Off,small_business,OH,11.21,0,6,0
2500, 36 months,2 years,OWN,27600.0,Source Verified,Fully Paid,major_purchase,FL,1.48,0,2,0
15000, 36 months,< 1 year,RENT,130000.0,Source Verified,Fully Paid,debt_consolidation,MA,2.23,0,7,0
8000, 36 months,6 years,RENT,36000.0,Verified,Charged Off,debt_consolidation,FL,7.3,1,6,0
15000, 36 months,10+ years,MORTGAGE,95000.0,Verified,Fully Paid,debt_consolidation,AL,20.88,1,16,0
14000, 60 months,1 year,RENT,51996.0,Not Verified,Fully Paid,other,IL,14.15,0,7,0
3800, 36 months,10+ years,OWN,79200.0,Not Verified,Fully Paid,home_improvement,NY,3.91,0,12,0
35000, 60 months,5 years,OWN,110000.0,Verified,Charged Off,other,VA,6.25,0,11,0
3000, 36 months,< 1 year,OWN,14400.0,Source Verified,Fully Paid,debt_consolidation,SC,4.25,0,4,0
5600, 36 months,3 years,RENT,70000.0,Source Verified,Fully Paid,credit_card,NY,23.66,0,6,0
12000, 36 months,5 years,RENT,85000.0,Verified,Fully Paid,debt_consolidation,HI,23.39,0,22,0
6000, 36 months,5 years,RENT,19200.0,Verified,Fully Paid,debt_consolidation,NY,17.31,1,6,1
27250, 60 months,10+ years,MORTGAGE,78000.0,Source Verified,Fully Paid,debt_consolidation,UT,14.74,0,11,0
12000, 36 months,9 years,OWN,45000.0,Not Verified,Fully Paid,debt_consolidation,TX,20.91,0,9,0
25000, 60 months,10+ years,MORTGAGE,57600.0,Verified,Fully Paid,debt_consolidation,CA,17.06,0,11,0
13000, 36 months,8 years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,MI,12.71,0,16,0
8000, 36 months,< 1 year,RENT,72000.0,Source Verified,Fully Paid,major_purchase,TX,1.33,0,3,0
13600, 36 months,10+ years,MORTGAGE,104000.0,Not Verified,Fully Paid,home_improvement,IL,0.35,0,8,0
30000, 60 months,1 year,MORTGAGE,103800.0,Source Verified,Fully Paid,home_improvement,CA,3.99,0,10,0
8000, 36 months,4 years,MORTGAGE,52000.0,Source Verified,Fully Paid,debt_consolidation,MD,4.08,0,8,0
30000, 36 months,3 years,MORTGAGE,200000.0,Source Verified,Fully Paid,debt_consolidation,CA,6.71,0,11,0
24000, 60 months,10+ years,MORTGAGE,155000.0,Verified,Fully Paid,debt_consolidation,IL,18.53,0,16,0
15000, 36 months,10+ years,RENT,90000.0,Verified,Fully Paid,credit_card,CA,15.96,0,12,0
9400, 60 months,< 1 year,OWN,60000.0,Verified,Fully Paid,other,TX,13.26,0,5,0
20000, 60 months,< 1 year,MORTGAGE,57600.0,Verified,Fully Paid,home_improvement,AZ,19.73,0,19,1
20000, 60 months,1 year,MORTGAGE,97500.0,Verified,Fully Paid,debt_consolidation,GA,12.58,0,8,0
1300, 36 months,3 years,OWN,6000.0,Verified,Fully Paid,other,GA,24.4,0,6,0
10000, 36 months,2 years,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,FL,23.44,0,9,0
8000, 36 months,4 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.96,1,14,0
2800, 60 months,5 years,RENT,33204.0,Source Verified,Fully Paid,debt_consolidation,NJ,1.08,0,6,0
35000, 36 months,8 years,RENT,77100.0,Verified,Fully Paid,medical,CA,8.9,1,10,0
35000, 60 months,10+ years,MORTGAGE,90000.0,Verified,Charged Off,debt_consolidation,CO,21.97,0,15,0
19000, 60 months,7 years,MORTGAGE,76700.0,Source Verified,Fully Paid,debt_consolidation,CA,11.37,0,7,0
23000, 60 months,10+ years,MORTGAGE,70000.0,Verified,Charged Off,debt_consolidation,MI,16.48,0,11,0
12175, 60 months,10+ years,MORTGAGE,106000.0,Verified,Fully Paid,debt_consolidation,CA,15.5,0,10,0
25000, 60 months,10+ years,RENT,62000.0,Verified,Fully Paid,debt_consolidation,NJ,24.45,0,13,0
10000, 36 months,10+ years,RENT,36000.0,Verified,Fully Paid,house,CA,10.0,0,7,1
12000, 60 months,2 years,MORTGAGE,65000.0,Verified,Charged Off,debt_consolidation,OR,8.86,1,10,0
25000, 60 months,6 years,RENT,60000.0,Verified,Fully Paid,debt_consolidation,CO,12.1,0,5,0
16000, 36 months,4 years,MORTGAGE,124000.0,Not Verified,Fully Paid,house,MA,4.73,0,7,0
20000, 36 months,< 1 year,RENT,148080.0,Verified,Fully Paid,debt_consolidation,WA,15.88,0,12,0
5000, 36 months,5 years,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,NY,7.35,0,4,0
35000, 36 months,6 years,MORTGAGE,95000.0,Verified,Fully Paid,debt_consolidation,CT,8.79,0,13,0
10000, 60 months,9 years,OWN,100000.0,Source Verified,Charged Off,other,NJ,2.75,0,5,0
14000, 60 months,< 1 year,RENT,42000.0,Source Verified,Fully Paid,debt_consolidation,PA,21.91,0,9,0
7575, 36 months,6 years,MORTGAGE,21600.0,Verified,Fully Paid,debt_consolidation,GA,23.89,0,10,0
23525, 36 months,4 years,MORTGAGE,62500.0,Verified,Fully Paid,debt_consolidation,MO,16.92,0,15,0
10000, 36 months,6 years,RENT,54000.0,Not Verified,Fully Paid,debt_consolidation,CA,0.96,0,2,0
35000, 60 months,6 years,RENT,92000.0,Verified,Fully Paid,debt_consolidation,MD,14.22,0,15,0
9300, 36 months,< 1 year,MORTGAGE,45760.0,Verified,Fully Paid,debt_consolidation,TX,3.65,0,14,0
7000, 36 months,< 1 year,OWN,38400.0,Source Verified,Fully Paid,other,CA,16.19,0,6,1
17000, 36 months,10+ years,MORTGAGE,70000.0,Not Verified,Fully Paid,debt_consolidation,CO,10.49,0,20,0
20000, 60 months,< 1 year,MORTGAGE,75000.0,Verified,Fully Paid,debt_consolidation,LA,23.82,0,10,0
15000, 60 months,< 1 year,RENT,88000.0,Verified,Fully Paid,debt_consolidation,CA,5.66,0,10,0
5500, 36 months,4 years,MORTGAGE,96000.0,Not Verified,Fully Paid,debt_consolidation,CA,3.04,0,13,0
1450, 36 months,2 years,RENT,24000.0,Source Verified,Fully Paid,debt_consolidation,NY,10.9,0,5,0
30000, 60 months,10+ years,RENT,150000.0,Verified,Fully Paid,debt_consolidation,NY,3.02,0,9,0
20000, 60 months,10+ years,OWN,102000.0,Verified,Fully Paid,debt_consolidation,NJ,23.87,0,19,0
7000, 36 months,2 years,MORTGAGE,120000.0,Verified,Fully Paid,wedding,VA,16.94,0,10,0
4000, 36 months,3 years,RENT,23400.0,Not Verified,Fully Paid,debt_consolidation,MD,14.26,0,6,0
12350, 60 months,1 year,RENT,59000.0,Not Verified,Charged Off,medical,NV,22.72,0,14,0
18400, 60 months,10+ years,MORTGAGE,75000.0,Verified,Charged Off,house,FL,7.86,1,5,0
24000, 60 months,2 years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,IL,13.92,0,7,0
10000, 36 months,10+ years,MORTGAGE,54000.0,Not Verified,Fully Paid,house,LA,19.07,0,16,0
20000, 60 months,9 years,RENT,36000.0,Source Verified,Fully Paid,debt_consolidation,CA,23.27,0,8,0
15000, 36 months,3 years,RENT,52800.0,Source Verified,Fully Paid,other,MA,18.7,1,8,0
25000, 60 months,10+ years,MORTGAGE,68000.0,Verified,Fully Paid,debt_consolidation,CA,19.24,0,11,0
5850, 36 months,6 years,MORTGAGE,31200.0,Verified,Fully Paid,debt_consolidation,NC,24.19,0,5,0
35000, 60 months,7 years,MORTGAGE,88000.0,Verified,Charged Off,small_business,TX,6.56,0,10,0
30000, 60 months,5 years,RENT,55000.0,Verified,Fully Paid,debt_consolidation,NJ,15.4,0,7,0
6000, 36 months,< 1 year,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,WI,11.58,0,5,0
16800, 60 months,< 1 year,RENT,52000.0,Source Verified,Fully Paid,major_purchase,CA,3.25,0,9,0
17950, 60 months,< 1 year,OWN,35880.0,Verified,Fully Paid,debt_consolidation,PA,5.45,0,9,1
9525, 60 months,8 years,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,NC,7.03,0,7,0
5000, 36 months,8 years,MORTGAGE,70116.0,Verified,Fully Paid,other,MN,17.75,0,8,1
14000, 36 months,10+ years,OWN,74700.0,Source Verified,Fully Paid,small_business,WI,4.72,0,20,0
30000, 60 months,10+ years,RENT,57048.0,Verified,Fully Paid,debt_consolidation,PA,14.49,0,12,0
15850, 60 months,10+ years,RENT,40000.0,Verified,Fully Paid,debt_consolidation,AZ,28.71,0,6,0
15000, 60 months,7 years,MORTGAGE,96000.0,Source Verified,Fully Paid,debt_consolidation,NV,15.45,0,13,0
21000, 60 months,10+ years,MORTGAGE,110256.0,Verified,Fully Paid,debt_consolidation,NY,20.17,0,8,0
11000, 36 months,10+ years,MORTGAGE,144000.0,Verified,Fully Paid,debt_consolidation,NH,13.76,0,9,0
2400, 36 months,10+ years,MORTGAGE,150000.0,Source Verified,Charged Off,home_improvement,NC,14.35,0,29,0
9600, 60 months,10+ years,RENT,68000.0,Verified,Charged Off,other,NJ,8.33,0,21,0
13000, 36 months,< 1 year,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,CA,13.34,0,14,0
15000, 36 months,4 years,MORTGAGE,120000.0,Source Verified,Fully Paid,debt_consolidation,TX,0.66,0,2,0
15850, 60 months,6 years,MORTGAGE,38397.0,Verified,Charged Off,medical,TX,11.44,1,9,0
20000, 60 months,5 years,MORTGAGE,79864.0,Verified,Charged Off,debt_consolidation,VA,11.14,0,7,0
21000, 60 months,10+ years,MORTGAGE,65000.0,Verified,Fully Paid,debt_consolidation,WI,18.33,0,13,0
30000, 60 months,1 year,MORTGAGE,93000.0,Verified,Fully Paid,debt_consolidation,KY,18.65,0,10,0
30000, 60 months,6 years,RENT,81996.0,Verified,Fully Paid,debt_consolidation,CA,18.56,0,11,0
15000, 60 months,5 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,KS,15.84,0,8,0
24000, 60 months,6 years,RENT,95000.0,Verified,Fully Paid,debt_consolidation,NY,9.06,0,7,0
9000, 36 months,1 year,MORTGAGE,55000.0,Source Verified,Fully Paid,debt_consolidation,AL,16.14,0,17,0
17050, 60 months,4 years,RENT,30660.0,Verified,Charged Off,debt_consolidation,AZ,25.44,0,8,0
1925, 36 months,3 years,OWN,30000.0,Not Verified,Fully Paid,debt_consolidation,CO,13.32,0,10,0
35000, 60 months,10+ years,MORTGAGE,135000.0,Verified,Fully Paid,debt_consolidation,KY,20.21,0,13,0
6625, 60 months,6 years,MORTGAGE,25995.0,Verified,Fully Paid,debt_consolidation,MO,24.68,0,8,0
21600, 60 months,1 year,MORTGAGE,60000.0,Verified,Fully Paid,debt_consolidation,FL,5.38,0,7,0
4200, 36 months,6 years,MORTGAGE,107004.0,Not Verified,Fully Paid,other,CT,10.03,1,9,0
12850, 60 months,3 years,RENT,60000.0,Source Verified,Charged Off,other,CA,1.36,0,3,0
12800, 60 months,< 1 year,MORTGAGE,98300.0,Source Verified,Fully Paid,other,GA,19.46,0,19,0
20000, 60 months,3 years,MORTGAGE,90000.0,Verified,Fully Paid,credit_card,PA,20.03,0,12,0
15000, 60 months,6 years,MORTGAGE,45000.0,Verified,Fully Paid,major_purchase,WV,20.8,0,6,0
21850, 60 months,10+ years,MORTGAGE,50000.0,Verified,Charged Off,debt_consolidation,FL,24.39,0,20,0
34000, 60 months,4 years,OWN,85800.0,Verified,Charged Off,debt_consolidation,NC,11.54,0,12,0
20000, 60 months,10+ years,RENT,175000.0,Verified,Fully Paid,credit_card,CA,14.02,1,5,0
14000, 60 months,10+ years,RENT,77000.0,Not Verified,Fully Paid,debt_consolidation,OH,15.05,0,16,0
12000, 60 months,10+ years,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,CA,5.2,0,14,1
12000, 60 months,10+ years,RENT,140000.0,Verified,Fully Paid,medical,GA,8.32,1,10,0
16000, 60 months,2 years,RENT,48000.0,Source Verified,Fully Paid,credit_card,WI,14.3,0,4,0
17000, 36 months,10+ years,MORTGAGE,110000.0,Verified,Fully Paid,debt_consolidation,MA,9.47,0,6,0
20000, 60 months,4 years,OWN,90000.0,Source Verified,Fully Paid,small_business,NY,2.16,0,11,0
10000, 36 months,4 years,OWN,50000.0,Source Verified,Fully Paid,debt_consolidation,MI,13.18,0,11,1
18000, 60 months,10+ years,MORTGAGE,78000.0,Verified,Fully Paid,credit_card,WV,14.6,1,9,0
35000, 60 months,10+ years,RENT,120000.0,Verified,Charged Off,debt_consolidation,PA,16.82,0,14,0
35000, 60 months,10+ years,OWN,95000.0,Verified,Fully Paid,home_improvement,MN,0.64,0,13,0
32250, 60 months,3 years,MORTGAGE,64480.0,Verified,Fully Paid,debt_consolidation,GA,20.99,1,9,0
20800, 60 months,1 year,MORTGAGE,78500.0,Verified,Fully Paid,debt_consolidation,GA,7.08,0,9,0
10000, 36 months,1 year,RENT,60000.0,Source Verified,Fully Paid,small_business,WA,14.14,0,5,1
20000, 36 months,10+ years,MORTGAGE,84000.0,Source Verified,Fully Paid,debt_consolidation,TX,9.01,0,11,0
2800, 36 months,6 years,RENT,64800.0,Verified,Charged Off,other,CA,13.85,0,9,0
25000, 60 months,10+ years,MORTGAGE,116000.0,Verified,Fully Paid,small_business,NY,3.55,0,7,0
11625, 60 months,5 years,MORTGAGE,66000.0,Not Verified,Charged Off,small_business,NY,11.49,0,13,0
20000, 36 months,10+ years,RENT,54996.0,Verified,Fully Paid,other,OH,17.74,0,6,0
17500, 60 months,5 years,RENT,35000.0,Verified,Fully Paid,debt_consolidation,OH,17.42,0,3,0
35000, 60 months,10+ years,RENT,120996.0,Verified,Fully Paid,debt_consolidation,CA,8.68,0,8,0
19425, 60 months,9 years,MORTGAGE,50000.0,Verified,Fully Paid,debt_consolidation,IL,8.71,0,9,0
12650, 60 months,< 1 year,MORTGAGE,135696.0,Source Verified,Fully Paid,debt_consolidation,CA,21.9,0,11,0
21725, 60 months,10+ years,OWN,40000.0,Verified,Charged Off,debt_consolidation,MI,15.12,3,9,0
30000, 60 months,8 years,MORTGAGE,98000.0,Verified,Fully Paid,credit_card,AZ,8.45,1,11,0
18000, 60 months,10+ years,RENT,65000.0,Verified,Charged Off,debt_consolidation,WI,21.62,0,12,0
27000, 60 months,9 years,MORTGAGE,61900.0,Verified,Fully Paid,debt_consolidation,NC,18.92,0,10,0
14000, 60 months,9 years,RENT,51713.0,Verified,Charged Off,debt_consolidation,CA,20.05,0,14,1
20000, 60 months,4 years,RENT,55000.0,Verified,Fully Paid,debt_consolidation,MD,29.26,0,7,0
12000, 60 months,3 years,MORTGAGE,59800.0,Not Verified,Fully Paid,debt_consolidation,PA,13.55,0,9,0
35000, 36 months,10+ years,MORTGAGE,96000.0,Verified,Fully Paid,debt_consolidation,CA,14.42,0,18,0
12000, 60 months,10+ years,RENT,85000.0,Verified,Charged Off,medical,NY,23.97,0,19,0
16500, 60 months,6 years,RENT,38400.0,Verified,Fully Paid,debt_consolidation,MT,5.81,0,2,0
25000, 60 months,10+ years,MORTGAGE,60000.0,Verified,Fully Paid,debt_consolidation,GA,16.92,0,9,0
35000, 60 months,10+ years,OWN,77160.0,Source Verified,Charged Off,debt_consolidation,TX,9.56,0,16,0
17500, 60 months,6 years,RENT,35004.0,Verified,Fully Paid,debt_consolidation,NY,11.59,0,4,0
5000, 36 months,6 years,MORTGAGE,86400.0,Source Verified,Fully Paid,credit_card,CA,11.11,0,9,1
23100, 60 months,9 years,MORTGAGE,100000.0,Verified,Fully Paid,debt_consolidation,FL,17.98,0,3,0
20000, 60 months,2 years,MORTGAGE,53000.0,Verified,Fully Paid,debt_consolidation,PA,19.29,0,6,0
21000, 36 months,3 years,MORTGAGE,125000.0,Verified,Fully Paid,debt_consolidation,NY,11.53,0,9,0
16000, 60 months,10+ years,MORTGAGE,74000.0,Verified,Fully Paid,debt_consolidation,MA,23.25,0,8,0
8000, 36 months,10+ years,RENT,64000.0,Not Verified,Fully Paid,debt_consolidation,NY,14.38,0,5,0
5150, 36 months,7 years,RENT,68000.0,Verified,Fully Paid,debt_consolidation,AR,0.0,0,6,0
12000, 60 months,7 years,OWN,36000.0,Verified,Fully Paid,other,NY,4.8,0,2,1
14000, 60 months,7 years,MORTGAGE,53000.0,Not Verified,Fully Paid,debt_consolidation,CT,27.74,0,12,0
13700, 36 months,10+ years,MORTGAGE,50000.0,Verified,Fully Paid,credit_card,HI,25.13,0,11,0
28000, 36 months,3 years,RENT,96000.0,Verified,Fully Paid,debt_consolidation,NY,3.8,0,11,0
35000, 60 months,6 years,MORTGAGE,75000.0,Verified,Fully Paid,debt_consolidation,VA,11.41,0,14,0
12000, 60 months,10+ years,MORTGAGE,63500.0,Source Verified,Charged Off,debt_consolidation,FL,17.65,0,12,0
15000, 60 months,10+ years,OWN,86000.0,Verified,Charged Off,credit_card,NY,20.99,0,12,0
21750, 60 months,< 1 year,OWN,43500.0,Verified,Charged Off,debt_consolidation,AL,21.88,0,12,0
28000, 60 months,< 1 year,RENT,75000.0,Verified,Fully Paid,credit_card,PA,19.86,0,22,0
23000, 60 months,6 years,MORTGAGE,107500.0,Verified,Charged Off,other,VA,6.4,0,12,0
5000, 36 months,6 years,MORTGAGE,95000.0,Source Verified,Fully Paid,home_improvement,NY,13.26,0,6,1
15000, 60 months,< 1 year,RENT,72000.0,Verified,Fully Paid,small_business,AL,20.5,0,12,0
7500, 36 months,10+ years,MORTGAGE,150000.0,Verified,Fully Paid,credit_card,NY,7.85,0,23,0
15000, 60 months,10+ years,MORTGAGE,86945.0,Verified,Fully Paid,small_business,IL,10.72,1,6,0
12800, 60 months,9 years,MORTGAGE,81708.0,Source Verified,Fully Paid,home_improvement,TX,14.22,1,7,0
5150, 60 months,1 year,RENT,34992.0,Source Verified,Fully Paid,debt_consolidation,NY,17.59,0,15,0
12400, 36 months,10+ years,MORTGAGE,77000.0,Not Verified,Fully Paid,debt_consolidation,OH,25.98,0,8,0
16000, 60 months,1 year,MORTGAGE,55536.0,Not Verified,Charged Off,debt_consolidation,VT,15.13,0,10,0
16000, 60 months,1 year,RENT,62000.0,Not Verified,Fully Paid,other,CA,16.65,0,9,0
1200, 36 months,3 years,RENT,20000.0,Source Verified,Charged Off,debt_consolidation,CO,6.54,0,10,0
15000, 60 months,2 years,MORTGAGE,80000.0,Verified,Fully Paid,home_improvement,CO,5.28,0,12,0
34000, 60 months,10+ years,MORTGAGE,243000.0,Verified,Fully Paid,other,TX,15.59,0,20,0
30000, 60 months,10+ years,RENT,60000.0,Verified,Fully Paid,small_business,WA,14.16,0,20,0
35000, 60 months,10+ years,MORTGAGE,125000.0,Verified,Fully Paid,debt_consolidation,CA,18.06,0,15,0
9600, 36 months,5 years,RENT,45000.0,Source Verified,Charged Off,debt_consolidation,CA,5.68,0,5,0
35000, 36 months,2 years,MORTGAGE,90000.0,Verified,Charged Off,small_business,NV,17.49,0,28,0
23400, 60 months,5 years,RENT,55000.0,Verified,Fully Paid,debt_consolidation,CA,10.65,1,7,0
14000, 60 months,5 years,RENT,65000.0,Source Verified,Fully Paid,small_business,MO,2.66,2,4,0
16800, 60 months,5 years,MORTGAGE,82296.0,Verified,Fully Paid,other,FL,13.41,1,11,0
25000, 60 months,< 1 year,RENT,70000.0,Verified,Fully Paid,debt_consolidation,MA,21.98,0,11,0
20000, 60 months,< 1 year,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,WA,13.91,0,6,0
14500, 60 months,9 years,MORTGAGE,88080.0,Verified,Charged Off,debt_consolidation,MD,19.3,0,7,0
15000, 36 months,6 years,MORTGAGE,294000.0,Verified,Fully Paid,small_business,NC,2.05,0,6,0
12000, 36 months,10+ years,MORTGAGE,72000.0,Verified,Fully Paid,debt_consolidation,CA,15.37,0,11,0
27000, 60 months,2 years,MORTGAGE,95000.0,Source Verified,Fully Paid,other,MA,14.51,0,10,0
27500, 60 months,7 years,RENT,55000.0,Verified,Fully Paid,small_business,AZ,8.01,0,7,0
12000, 60 months,6 years,OWN,46750.0,Source Verified,Fully Paid,debt_consolidation,CA,16.33,0,17,0
35000, 60 months,2 years,RENT,185000.0,Source Verified,Fully Paid,debt_consolidation,FL,13.32,0,14,0
16000, 60 months,2 years,RENT,94000.0,Source Verified,Fully Paid,debt_consolidation,NY,8.04,1,3,0
13000, 60 months,10+ years,RENT,35000.0,Source Verified,Fully Paid,other,NY,16.9,0,12,0
35000, 60 months,6 years,MORTGAGE,75000.0,Verified,Charged Off,debt_consolidation,AL,13.65,0,15,0
20000, 60 months,10+ years,MORTGAGE,98000.0,Verified,Charged Off,debt_consolidation,PA,20.29,2,10,0
35000, 60 months,10+ years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,NC,22.72,0,15,0
30000, 60 months,5 years,RENT,171996.0,Source Verified,Fully Paid,other,MD,15.17,0,9,0
35000, 60 months,4 years,MORTGAGE,150000.0,Verified,Fully Paid,home_improvement,AL,7.55,0,6,0
35000, 60 months,< 1 year,MORTGAGE,130000.0,Verified,Charged Off,debt_consolidation,FL,13.54,0,17,0
6100, 36 months,< 1 year,MORTGAGE,23748.0,Verified,Charged Off,home_improvement,MO,23.95,0,2,2
25000, 60 months,< 1 year,RENT,87300.0,Verified,Fully Paid,wedding,MD,4.15,0,6,0
21600, 60 months,9 years,MORTGAGE,72660.0,Verified,Fully Paid,debt_consolidation,KS,19.82,0,14,0
17500, 60 months,10+ years,RENT,35000.0,Verified,Charged Off,debt_consolidation,MA,18.65,1,5,0
35000, 60 months,4 years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,FL,24.54,0,14,0
30000, 60 months,2 years,MORTGAGE,158000.0,Source Verified,Fully Paid,debt_consolidation,TX,18.46,0,13,0
21250, 60 months,10+ years,RENT,56508.0,Verified,Fully Paid,debt_consolidation,CA,14.74,1,14,0
28100, 60 months,10+ years,MORTGAGE,98400.0,Verified,Fully Paid,debt_consolidation,FL,21.23,0,17,0
35000, 60 months,10+ years,MORTGAGE,66000.0,Verified,Fully Paid,major_purchase,OH,20.2,0,20,0
18225, 60 months,3 years,MORTGAGE,49000.0,Verified,Fully Paid,debt_consolidation,TX,10.21,0,9,0
20000, 60 months,4 years,RENT,75000.0,Verified,Fully Paid,wedding,CA,14.83,0,9,0
21000, 60 months,7 years,MORTGAGE,105687.5,Verified,Fully Paid,debt_consolidation,AR,13.07,0,13,0
28200, 60 months,5 years,MORTGAGE,54000.0,Verified,Fully Paid,debt_consolidation,PA,25.09,0,21,0
16000, 60 months,10+ years,MORTGAGE,77000.0,Source Verified,Fully Paid,debt_consolidation,NJ,4.74,2,16,0
